crop_type,sensor_nitrogen,sensor_phosphorus,sensor_potassium,soil_pH,soil_moisture_percent,soil_electrical_conductivity_us_cm,soil_temperature_celsius,fertilizer_urea_kg_per_ha,fertilizer_dap_kg_per_ha,fertilizer_map_kg_per_ha,fertilizer_mop_kg_per_ha,fertilizer_sop_kg_per_ha,fertilizer_can_kg_per_ha,fertilizer_ssp_kg_per_ha,fertilizer_ammonium_sulfate_kg_per_ha
Maize,149.98,19.32,100.0,6.37,10.0,358.2,22.49,200.0,100.0,50.0,99.3,40.11,100.0,150.0,100.0
Sorghum,199.0,22.59,236.63,6.88,17.42,444.2,23.25,59.0,59.51,25.09,30.0,10.0,55.31,150.0,47.73
Sorghum,91.16,26.63,313.43,6.18,10.0,204.61,24.98,175.87,42.33,21.21,30.0,10.0,100.0,150.0,100.0
Maize,153.55,45.78,169.71,6.21,22.05,455.99,21.03,200.0,47.34,19.64,44.33,14.85,100.0,150.0,100.0
Rice,254.63,53.46,236.82,7.45,17.24,1832.18,25.74,50.0,20.0,10.0,30.0,10.0,29.21,30.0,20.0
Maize,349.0,49.43,399.0,7.02,26.02,1628.69,23.12,50.0,20.0,10.0,30.0,10.0,33.65,49.42,27.43
Wheat,187.0,38.26,100.9,6.43,12.91,1311.43,17.54,142.74,20.0,10.0,45.17,26.03,100.0,30.0,100.0
Barley,137.13,53.69,210.02,6.04,10.0,1806.71,16.8,70.83,20.0,10.0,30.0,10.0,62.48,30.0,59.77
Rice,288.01,51.04,351.65,6.83,21.42,193.96,31.4,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Maize,166.19,70.0,346.3,6.77,22.9,1676.89,29.53,89.71,20.0,10.0,30.0,10.0,82.0,30.0,74.88
Barley,349.0,64.77,399.0,6.26,34.95,1611.06,22.29,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Wheat,211.74,55.02,399.0,5.94,35.46,1156.61,25.41,107.51,20.0,10.0,30.0,10.0,95.89,30.0,82.92
Groundnut,140.4,37.38,169.43,6.78,27.69,1084.76,29.58,50.0,47.98,20.94,56.34,19.78,20.0,150.0,20.0
Sorghum,148.97,10.75,143.87,6.93,15.73,732.55,25.76,87.94,67.76,27.03,30.0,10.0,69.84,150.0,56.85
Wheat,140.87,18.93,170.88,6.41,10.0,501.68,19.25,200.0,88.25,37.07,30.0,10.0,100.0,150.0,100.0
Rice,182.95,55.44,100.0,6.18,19.05,722.96,29.39,122.59,20.0,10.0,31.74,17.05,100.0,30.0,99.67
Barley,81.0,29.49,316.45,5.97,17.25,603.26,21.25,196.12,38.46,17.54,30.0,10.0,100.0,150.0,100.0
Barley,232.39,57.28,101.67,6.28,35.65,1586.98,15.9,50.0,20.0,10.0,30.0,10.21,20.0,30.0,20.0
Sorghum,81.0,45.61,117.44,6.98,20.55,412.16,31.2,189.31,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Soybean,195.64,68.42,125.5,6.15,39.9,565.95,26.85,50.0,20.0,10.0,35.21,15.73,20.0,30.0,20.0
Barley,212.87,26.06,353.29,7.21,31.3,1476.18,14.24,50.0,20.0,10.0,30.0,10.0,26.52,100.16,20.0
Wheat,349.0,60.29,399.0,6.6,39.9,1537.61,18.13,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Barley,133.0,60.93,166.21,6.31,22.23,719.63,16.68,93.41,20.0,10.0,30.0,10.0,81.44,30.0,84.3
Sorghum,292.42,39.8,110.68,5.88,12.46,1123.39,32.52,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Sorghum,276.84,28.18,299.48,7.43,15.98,1464.77,28.97,50.0,20.03,10.0,30.0,10.0,20.0,91.81,20.0
Groundnut,103.77,53.1,316.92,6.2,30.94,1577.94,27.95,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Maize,178.94,14.72,240.75,7.8,20.99,1594.71,24.32,104.67,50.19,21.5,30.0,10.0,89.66,150.0,78.21
Sorghum,296.87,32.76,152.61,6.03,12.12,479.3,28.51,50.0,20.0,10.0,30.0,10.0,20.0,63.17,20.0
Sorghum,326.39,48.5,208.2,7.36,18.86,1491.34,26.72,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Cotton,241.51,36.88,224.45,7.72,39.9,471.11,23.92,100.32,32.04,10.0,30.0,12.23,84.21,136.67,74.46
Rice,180.92,11.8,138.26,5.76,10.0,810.26,35.0,142.78,100.0,50.0,30.0,10.0,100.0,150.0,100.0
Sorghum,81.0,45.04,247.17,7.49,20.05,1657.51,24.01,77.58,20.0,10.0,30.0,10.0,55.88,30.0,58.71
Sorghum,129.96,48.15,300.96,7.47,39.9,978.75,35.0,84.92,20.0,10.0,30.0,10.0,78.97,30.0,79.99
Soybean,172.57,16.18,336.29,6.08,30.88,700.0,23.83,50.0,78.95,29.63,30.0,10.0,27.83,150.0,20.0
Cotton,116.56,11.02,235.97,6.69,10.0,1030.14,25.37,200.0,93.13,42.95,30.0,10.0,100.0,150.0,100.0
Soybean,177.2,44.09,104.44,5.52,26.16,492.04,26.6,50.0,20.0,11.74,58.02,27.15,20.0,99.78,20.0
Groundnut,235.85,68.79,242.94,6.13,10.69,594.89,21.88,50.0,20.0,10.0,35.75,18.88,20.0,30.0,20.0
Sorghum,121.67,10.0,144.04,5.72,10.0,945.53,24.59,140.21,100.0,41.53,30.0,10.0,100.0,150.0,100.0
Groundnut,310.82,33.5,153.8,6.78,27.49,391.11,30.63,50.0,57.61,25.02,73.62,35.2,20.0,150.0,20.0
Sorghum,344.11,28.64,267.41,6.1,17.76,738.37,34.02,50.0,28.01,10.0,30.0,10.0,20.0,96.29,20.0
Groundnut,143.79,65.63,397.67,6.74,15.04,702.84,30.4,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Maize,148.55,66.88,150.63,6.42,24.12,1629.02,25.82,122.41,20.0,10.0,30.0,10.0,87.46,30.0,83.13
Wheat,294.52,44.37,325.79,6.84,16.16,1858.92,24.2,50.0,20.0,10.0,30.0,10.0,20.0,30.0,23.44
Wheat,158.62,53.95,217.04,6.47,39.9,263.98,25.61,200.0,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Groundnut,265.24,20.39,173.53,6.97,16.17,1031.08,27.9,50.0,74.37,33.07,55.61,20.7,20.0,150.0,20.0
Barley,109.97,48.22,147.25,6.53,19.01,1646.07,21.15,83.43,20.0,10.0,30.0,10.0,62.44,30.0,67.09
Soybean,152.58,18.13,278.06,6.58,15.59,725.96,23.31,50.0,100.0,33.41,30.0,10.0,35.11,150.0,33.17
Wheat,103.87,70.0,264.87,7.62,21.5,887.89,25.76,163.79,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Soybean,194.06,55.47,325.33,7.31,11.49,395.89,24.02,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Sorghum,336.5,11.68,301.41,6.69,14.74,684.65,33.37,50.0,64.16,28.5,30.0,10.0,20.0,150.0,20.0
Soybean,349.0,36.65,242.35,7.56,39.9,564.04,30.89,50.0,32.72,14.03,30.0,10.0,20.0,150.0,20.0
Wheat,114.38,37.37,161.4,5.85,21.61,1178.62,19.25,143.48,20.0,10.0,30.0,10.0,100.0,48.15,100.0
Wheat,292.32,62.25,255.24,6.63,20.54,1465.79,19.15,50.0,20.0,10.0,30.0,10.0,31.41,30.0,33.58
Maize,92.03,59.87,287.31,7.29,39.9,801.11,31.96,200.0,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Maize,221.52,33.2,294.49,6.9,22.42,1376.53,24.18,140.15,45.59,23.64,30.0,10.0,100.0,150.0,96.56
Sorghum,314.72,62.51,399.0,6.61,18.18,862.85,28.81,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Barley,317.45,58.32,258.24,6.89,31.19,588.83,22.39,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Rice,81.0,10.0,100.0,6.02,18.49,1058.67,25.96,200.0,100.0,50.0,34.09,13.87,100.0,150.0,100.0
Soybean,309.68,29.38,254.6,7.2,39.9,1213.58,26.18,50.0,43.33,17.56,30.0,10.0,20.0,150.0,20.0
Sorghum,223.83,69.64,205.72,7.02,30.86,1477.07,23.53,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Cotton,349.0,70.0,246.02,7.93,16.58,900.75,27.78,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Sorghum,139.98,13.68,170.04,7.07,38.4,1522.7,35.0,63.51,43.12,18.74,30.0,10.0,53.78,150.0,45.35
Rice,179.27,49.74,171.84,7.48,29.79,601.44,24.5,77.68,20.0,10.0,30.0,10.0,69.49,30.0,71.1
Groundnut,97.46,41.31,147.99,7.38,23.32,362.5,25.56,50.0,53.13,24.27,96.44,46.3,31.84,150.0,26.4
Barley,129.75,70.0,221.54,6.5,25.9,1277.32,27.24,50.0,20.0,10.0,30.0,10.0,63.4,30.0,53.13
Cotton,106.28,35.04,251.15,7.05,25.44,1659.44,24.67,104.31,20.0,10.0,30.0,10.0,95.86,86.09,87.67
Barley,97.64,41.59,126.13,6.57,39.9,1046.14,16.98,115.08,20.0,10.0,30.0,10.0,100.0,30.0,90.32
Sorghum,145.0,27.81,204.12,6.76,39.9,1142.03,30.79,67.76,28.49,10.0,30.0,10.0,56.64,102.84,39.96
Groundnut,272.38,64.49,251.94,5.8,13.24,374.92,33.89,50.0,20.0,10.0,43.05,12.3,20.0,30.0,20.0
Soybean,193.35,46.83,235.96,5.8,11.57,1157.35,27.86,50.0,20.0,10.0,30.0,10.0,20.0,32.44,20.0
Maize,182.27,14.61,100.0,6.24,10.0,270.37,18.8,200.0,100.0,50.0,95.88,44.58,100.0,150.0,100.0
Wheat,286.77,18.99,323.02,5.81,14.26,1305.81,20.21,62.44,42.74,13.83,30.0,10.0,45.2,150.0,41.85
Groundnut,197.6,47.75,313.55,6.77,26.74,963.42,32.1,50.0,20.0,10.0,30.0,10.0,20.0,91.73,20.0
Groundnut,157.75,20.48,313.41,6.94,21.6,1947.95,25.98,50.0,33.59,14.43,30.0,10.0,20.0,150.0,20.0
Sorghum,190.56,34.29,138.12,6.09,11.98,556.57,33.0,68.23,20.0,10.0,30.0,10.0,56.61,44.62,40.24
Groundnut,340.4,70.0,369.96,7.2,39.12,710.93,25.93,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Groundnut,235.53,20.79,116.04,6.58,12.54,1249.79,27.8,50.0,83.19,39.81,72.17,38.05,20.0,150.0,20.0
Sorghum,178.56,20.09,339.3,6.44,11.32,598.31,31.77,50.0,49.05,18.69,30.0,10.0,50.57,150.0,39.63
Rice,186.42,16.96,228.35,6.67,15.66,457.49,33.74,127.6,100.0,50.0,30.0,10.0,100.0,150.0,100.0
Barley,195.23,34.98,282.32,7.43,19.24,193.9,19.91,90.33,24.9,13.23,30.0,10.0,68.75,106.49,63.76
Cotton,236.84,26.25,399.0,6.19,39.66,737.18,33.29,104.98,56.44,25.95,30.0,10.0,77.57,150.0,74.66
Wheat,139.81,12.36,275.12,7.69,23.24,512.6,26.12,173.64,77.27,29.33,30.0,10.0,100.0,150.0,100.0
Wheat,152.8,32.69,100.0,6.21,19.95,332.38,29.42,200.0,39.78,20.95,77.4,30.81,100.0,150.0,100.0
Wheat,81.0,40.27,239.76,5.75,16.46,1666.09,25.44,175.17,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Barley,150.98,13.11,305.96,6.5,10.0,1466.48,15.77,79.18,50.1,27.38,30.0,10.0,54.27,150.0,51.96
Sorghum,97.81,24.77,315.73,6.89,26.04,1059.96,30.86,90.56,24.86,10.51,30.0,10.0,86.55,120.22,74.42
Groundnut,121.08,57.78,332.39,6.68,38.61,1628.67,30.34,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Sorghum,147.81,26.06,399.0,7.64,22.22,1046.91,29.85,57.31,20.0,11.2,30.0,10.0,37.74,99.61,41.25
Barley,99.97,15.93,267.08,6.75,15.97,1658.86,24.39,103.61,44.51,17.6,30.0,10.0,70.32,150.0,69.4
Sorghum,222.22,45.18,183.1,6.11,10.0,464.69,25.57,50.0,20.0,10.0,30.0,10.0,30.99,30.0,23.75
Groundnut,92.82,48.59,337.94,6.06,35.02,832.43,26.14,50.0,21.95,11.3,30.0,10.0,20.0,97.57,20.0
Maize,84.14,50.54,127.11,6.01,13.52,490.06,29.14,200.0,26.93,14.84,73.97,36.75,100.0,150.0,100.0
Groundnut,307.78,22.54,228.34,6.65,27.95,1565.62,27.62,50.0,54.66,13.84,30.0,13.13,20.0,150.0,20.0
Wheat,207.86,14.81,229.04,6.71,24.26,1856.53,22.58,56.85,30.19,13.25,30.0,10.0,56.1,150.0,41.12
Groundnut,298.74,41.52,342.24,7.05,23.17,1568.24,26.77,50.0,29.45,10.0,30.0,10.0,20.0,124.2,20.0
Barley,134.28,36.14,168.53,6.68,25.77,270.12,19.5,140.16,20.0,10.0,30.0,10.0,100.0,105.13,100.0
Barley,254.44,22.0,112.99,6.83,34.84,480.5,18.65,50.0,69.86,28.5,37.76,15.66,20.0,150.0,21.48
Maize,220.32,24.96,317.07,6.09,22.83,394.37,22.81,200.0,100.0,49.33,30.0,10.0,100.0,150.0,100.0
Groundnut,182.04,35.3,173.17,6.95,10.55,509.4,29.69,50.0,85.34,43.58,98.94,43.58,20.0,150.0,20.0
Maize,270.05,69.53,302.74,7.0,39.9,1789.12,24.95,54.73,20.0,10.0,30.0,10.0,58.41,30.0,48.12
Rice,165.37,13.19,100.0,5.51,12.5,1563.24,27.14,98.81,86.01,40.2,30.0,11.6,79.51,150.0,80.4
Wheat,205.7,21.38,213.64,6.56,10.0,836.59,23.17,163.97,74.72,31.13,30.0,10.0,100.0,150.0,100.0
Wheat,315.82,22.31,188.98,7.38,24.79,223.31,16.39,68.4,63.52,26.25,30.0,10.0,46.59,150.0,49.25
Barley,349.0,39.07,399.0,7.35,38.72,965.38,16.19,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Soybean,118.54,55.39,296.37,6.89,27.13,762.53,23.19,59.28,20.0,10.0,30.0,10.0,57.34,30.0,40.84
Maize,172.29,15.18,139.24,5.63,14.47,1414.1,30.93,200.0,100.0,50.0,45.15,23.29,100.0,150.0,100.0
Maize,349.0,40.32,125.39,7.34,35.77,232.97,23.48,91.07,53.64,16.99,59.27,27.08,89.82,150.0,71.18
Groundnut,86.79,36.88,126.57,5.9,18.54,1006.89,25.93,50.0,55.55,28.93,96.98,43.24,34.96,150.0,23.74
Cotton,349.0,29.19,191.35,6.88,29.22,1859.19,23.77,50.0,20.0,10.0,30.0,10.0,20.0,76.64,20.0
Rice,129.08,49.39,379.39,5.94,12.27,287.38,25.55,200.0,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Rice,229.9,26.57,148.94,6.0,10.0,437.42,32.9,77.28,90.09,37.25,30.0,10.0,73.03,150.0,69.74
Wheat,202.4,28.21,100.0,6.79,15.41,455.43,18.43,194.03,50.53,15.84,63.94,26.43,100.0,150.0,100.0
Wheat,156.43,12.12,343.81,7.24,25.46,790.23,21.87,106.12,57.15,22.99,30.0,10.0,100.0,150.0,88.87
Maize,137.02,26.38,249.72,6.58,24.16,173.42,18.61,200.0,92.75,42.04,30.0,10.0,100.0,150.0,100.0
Barley,349.0,25.83,399.0,6.84,27.72,1473.62,22.74,50.0,23.93,10.0,30.0,10.0,20.0,92.44,20.0
Soybean,242.29,54.77,148.13,5.78,11.51,1710.96,21.1,50.0,20.0,10.0,30.0,15.57,20.0,30.0,20.0
Barley,201.81,35.46,198.87,7.13,10.59,301.79,19.71,62.11,20.0,10.0,30.0,10.0,60.28,62.65,40.84
Sorghum,90.05,24.64,310.42,6.53,14.03,690.43,25.09,152.6,41.35,19.09,30.0,10.0,100.0,150.0,100.0
Cotton,337.1,63.13,216.32,6.69,11.45,181.25,30.81,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Barley,297.36,49.14,313.04,6.64,17.57,1780.8,18.22,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Rice,268.22,23.7,313.37,7.09,36.9,306.96,31.44,50.0,88.54,38.86,30.0,10.0,28.15,150.0,22.01
Barley,114.23,22.89,238.58,6.43,10.0,1787.05,24.49,82.22,31.23,10.58,30.0,10.0,76.15,150.0,69.37
Rice,113.12,29.97,113.58,6.57,14.19,872.79,25.13,200.0,74.36,33.15,30.0,15.32,100.0,150.0,100.0
Rice,303.42,45.14,378.55,6.34,37.58,1142.95,26.09,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Groundnut,223.54,12.59,253.51,7.08,17.15,991.9,23.97,50.0,100.0,46.88,30.09,16.22,20.0,150.0,20.0
Maize,349.0,33.62,351.11,6.44,27.25,761.28,27.43,57.29,55.14,20.13,30.0,10.0,58.22,150.0,47.26
Sorghum,278.0,41.95,197.93,7.42,14.04,1799.52,33.07,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Soybean,143.72,11.03,263.36,6.41,13.73,427.25,22.08,55.24,100.0,50.0,30.0,10.0,52.77,150.0,40.83
Cotton,299.58,63.09,126.96,7.06,11.65,867.88,26.46,50.0,20.0,10.0,64.35,27.05,30.79,30.0,28.81
Wheat,349.0,55.84,399.0,7.48,39.9,277.99,18.81,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Cotton,309.31,22.83,295.32,6.9,39.9,1747.83,28.61,50.0,20.0,10.0,30.0,10.0,20.0,129.58,20.0
Wheat,191.74,63.7,222.04,6.7,32.64,1980.74,17.71,50.0,20.0,10.0,30.0,10.0,49.46,30.0,39.06
Cotton,103.38,70.0,122.07,6.08,11.43,1513.59,20.58,124.86,20.0,10.0,42.56,13.33,100.0,30.0,100.0
Cotton,153.03,70.0,340.39,7.64,29.37,1592.95,23.33,80.2,20.0,10.0,30.0,10.0,66.63,30.0,64.5
Barley,171.99,10.94,346.34,6.65,22.38,433.95,22.66,75.33,67.07,31.94,30.0,10.0,68.89,150.0,59.7
Wheat,329.96,18.67,249.76,7.15,30.29,483.22,17.39,50.0,63.59,35.27,30.0,10.0,39.96,150.0,32.52
Maize,162.74,32.57,236.38,6.91,17.11,1779.91,25.01,127.48,41.38,17.42,30.0,10.0,100.0,150.0,88.27
Groundnut,134.55,17.69,176.72,6.28,16.86,291.41,30.35,50.0,100.0,50.0,84.33,39.07,20.0,150.0,20.0
Groundnut,227.34,41.34,173.45,6.41,10.81,1778.16,29.26,50.0,36.22,11.4,44.67,14.69,20.0,121.04,20.0
Wheat,273.12,39.37,355.38,7.13,28.41,1642.81,23.83,50.0,20.0,10.0,30.0,10.0,26.06,30.0,32.38
Wheat,126.3,54.49,144.27,7.27,37.51,629.77,24.92,200.0,20.0,10.0,30.0,21.46,100.0,30.0,100.0
Cotton,168.56,49.51,219.07,7.34,16.79,351.14,22.49,180.84,20.0,10.0,30.87,15.37,100.0,30.0,100.0
Barley,349.0,21.54,399.0,7.69,13.75,1966.56,13.85,50.0,24.74,10.0,30.0,10.0,20.0,78.03,20.0
Groundnut,349.0,50.41,309.03,7.5,35.74,1595.95,24.04,50.0,20.0,10.0,30.0,10.0,20.0,42.47,20.0
Sorghum,101.58,56.28,399.0,7.59,21.03,1171.61,29.78,80.74,20.0,10.0,30.0,10.0,55.01,30.0,53.16
Maize,262.46,37.31,141.49,7.04,11.26,1236.04,26.26,119.21,37.31,19.48,30.04,11.75,100.0,150.0,81.9
Maize,296.99,60.97,204.59,7.14,28.77,1127.87,22.98,74.23,20.0,10.0,30.0,10.0,66.62,30.0,61.88
Rice,209.49,37.57,100.0,5.89,25.37,1483.49,35.0,71.46,27.83,12.69,30.0,11.67,52.08,135.43,55.31
Maize,103.18,55.79,100.0,6.07,10.36,896.54,27.32,200.0,20.0,10.0,85.99,30.63,100.0,45.59,100.0
Wheat,193.21,63.19,158.81,5.91,17.16,1263.4,23.02,97.79,20.0,10.0,30.0,10.0,93.21,30.0,76.92
Groundnut,294.66,62.76,199.85,6.06,32.99,1258.18,28.96,50.0,20.0,10.0,30.5,17.03,20.0,30.0,20.0
Wheat,141.67,58.23,160.62,7.12,20.77,194.57,16.9,200.0,20.0,10.0,30.0,11.88,100.0,30.0,100.0
Groundnut,225.29,47.22,203.61,6.74,11.41,1152.49,23.75,50.0,33.43,12.54,53.57,14.85,20.0,138.77,20.0
Wheat,235.34,11.73,399.0,7.55,19.53,624.69,20.22,108.47,64.97,28.68,30.0,10.0,78.26,150.0,80.35
Maize,238.5,25.46,352.82,7.31,22.05,595.66,21.5,172.07,100.0,39.05,30.0,10.0,100.0,150.0,100.0
Cotton,81.0,20.9,178.99,6.52,24.34,1785.65,25.03,103.43,39.85,11.46,30.0,10.45,87.69,147.18,77.86
Sorghum,292.13,56.64,140.48,7.33,19.96,682.27,29.88,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Barley,182.17,49.3,254.34,6.3,20.79,1350.24,18.4,50.0,20.0,10.0,30.0,10.0,46.77,30.0,31.48
Cotton,168.94,42.43,194.29,6.22,20.45,1348.4,25.34,112.16,20.0,10.0,30.0,10.54,98.32,30.0,90.47
Wheat,333.71,37.8,119.11,6.95,22.17,276.18,28.11,50.0,20.0,10.0,46.16,19.04,37.33,49.57,29.63
Sorghum,106.39,24.56,167.65,6.23,19.67,1236.44,25.46,83.55,36.35,14.25,30.0,10.0,69.51,150.0,67.39
Barley,104.52,65.4,317.33,6.52,36.6,1620.82,20.09,61.28,20.0,10.0,30.0,10.0,60.73,30.0,59.08
Groundnut,186.32,20.03,176.1,6.42,19.97,1112.46,28.3,50.0,85.37,45.14,54.66,24.75,20.0,150.0,20.0
Maize,129.63,33.04,313.53,8.0,29.62,137.07,22.08,200.0,58.78,33.29,30.0,10.0,100.0,150.0,100.0
Sorghum,234.76,34.5,206.21,6.32,10.0,1916.13,33.18,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Barley,168.99,49.54,182.33,7.34,28.64,1764.01,22.96,50.0,20.0,10.0,30.0,10.0,46.58,30.0,30.96
Maize,173.52,13.31,154.87,7.11,16.72,1795.95,28.35,112.92,51.62,20.83,30.0,12.06,94.12,150.0,77.93
Sorghum,201.9,45.56,191.21,6.85,11.92,1596.84,22.6,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Sorghum,349.0,53.09,247.56,5.95,14.83,1140.87,27.38,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Cotton,298.55,41.02,399.0,6.4,36.91,1703.54,28.04,50.0,20.0,10.0,30.0,10.0,21.03,30.0,20.0
Sorghum,111.19,54.08,158.31,6.86,22.3,1225.98,25.3,80.16,20.0,10.0,30.0,10.0,71.13,30.0,57.76
Barley,263.73,50.91,199.71,6.35,31.36,303.36,23.65,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Rice,336.15,11.38,384.57,6.87,31.4,455.18,24.09,50.0,89.97,36.41,30.0,10.0,20.0,150.0,20.0
Sorghum,128.81,32.21,100.0,6.96,18.11,1576.26,24.28,76.59,20.0,10.0,30.0,10.0,66.63,66.67,55.97
Sorghum,258.98,50.52,186.85,6.52,10.0,1702.54,30.62,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Groundnut,152.03,33.48,100.0,6.97,10.0,1012.69,27.77,50.0,77.38,36.5,100.0,50.0,20.0,150.0,20.0
Groundnut,349.0,29.92,290.59,6.65,32.11,232.12,27.47,50.0,70.84,32.64,30.0,10.0,20.0,150.0,20.0
Cotton,134.03,27.01,128.9,6.39,15.08,1330.52,21.98,151.72,47.01,19.79,64.82,29.29,100.0,150.0,100.0
Cotton,160.9,45.01,117.88,5.82,12.31,1624.8,22.03,67.12,20.0,10.0,53.75,13.79,58.98,30.0,65.47
Barley,256.69,60.75,318.58,6.24,39.9,106.55,22.27,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Barley,284.14,61.42,184.07,6.31,15.71,1726.2,25.39,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Barley,118.48,18.66,134.88,6.42,22.58,1968.31,23.23,50.0,20.0,13.43,30.0,10.0,35.73,112.51,30.17
Wheat,92.87,57.73,316.17,7.29,31.3,850.41,15.68,200.0,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Maize,306.08,49.93,399.0,7.27,23.97,1986.59,25.56,50.0,20.0,10.0,30.0,10.0,30.6,33.11,37.03
Wheat,304.43,41.9,273.5,7.17,26.81,1375.35,24.65,50.0,20.0,10.0,30.0,10.0,36.69,30.0,31.02
Soybean,82.62,55.78,189.61,7.33,13.89,876.85,20.2,118.7,20.0,10.0,30.0,10.0,100.0,30.0,88.35
Maize,148.37,41.17,357.74,6.48,39.9,603.7,32.66,200.0,53.43,20.24,30.0,10.0,100.0,150.0,100.0
Maize,260.44,10.0,137.01,6.39,21.21,316.14,21.29,200.0,100.0,50.0,56.55,27.12,100.0,150.0,100.0
Sorghum,187.36,32.93,163.92,6.82,17.34,107.74,27.65,69.77,20.0,10.0,30.0,10.0,46.87,66.78,50.4
Rice,142.35,50.69,145.55,7.28,10.0,581.06,30.27,196.83,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Rice,81.0,32.04,215.94,5.8,27.58,1716.78,25.9,99.63,30.69,12.92,30.0,10.0,91.97,116.47,78.15
Maize,179.94,42.17,399.0,5.91,37.47,264.85,26.54,200.0,45.18,23.02,30.0,10.0,100.0,150.0,100.0
Wheat,201.02,17.25,100.7,5.74,17.26,532.2,21.2,189.25,96.4,40.14,59.65,28.58,100.0,150.0,100.0
Groundnut,119.28,31.13,185.85,6.64,39.9,639.87,25.09,50.0,64.44,25.61,50.11,25.96,20.0,150.0,20.0
Rice,263.4,69.51,254.58,6.47,35.83,1485.21,25.37,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Rice,315.69,43.49,399.0,7.06,36.26,258.11,28.82,50.0,20.0,10.0,30.0,10.0,20.0,65.48,20.0
Soybean,225.41,37.74,101.48,5.91,24.47,1319.99,30.06,50.0,31.15,11.73,46.62,18.85,20.0,141.57,20.0
Rice,121.23,26.48,298.84,6.32,20.46,446.19,26.15,192.35,77.58,33.66,30.0,10.0,100.0,150.0,100.0
Wheat,273.5,19.75,167.89,6.38,39.9,1836.25,19.64,50.0,20.05,10.81,30.0,10.0,33.9,120.63,34.2
Maize,331.92,67.87,399.0,7.64,28.59,183.95,29.37,100.91,20.0,10.0,30.0,10.0,86.56,30.0,74.95
Soybean,349.0,25.31,139.17,6.9,13.62,542.6,22.72,50.0,55.4,25.94,30.0,10.72,20.0,150.0,20.0
Sorghum,192.64,52.73,269.6,6.59,39.9,1430.42,28.96,50.0,20.0,10.0,30.0,10.0,22.14,30.0,20.0
Sorghum,331.36,48.87,154.47,7.25,39.9,1431.53,27.62,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Barley,327.97,17.55,190.94,7.11,39.9,254.26,21.66,50.0,80.75,35.78,30.0,10.0,20.0,150.0,20.0
Cotton,136.02,15.37,399.0,7.51,15.93,1107.27,23.53,124.13,50.34,22.22,30.0,10.0,93.98,150.0,94.35
Cotton,240.7,60.81,152.13,7.35,14.83,178.01,32.92,124.18,20.0,10.0,82.11,37.21,100.0,30.0,100.0
Soybean,258.33,68.04,182.31,6.03,23.8,1388.41,26.3,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Barley,118.76,46.74,122.99,5.54,10.0,1715.62,21.38,91.95,20.0,10.0,30.0,10.0,73.7,30.0,75.34
Cotton,232.0,16.52,208.87,5.72,20.3,1417.19,23.09,51.59,64.14,30.38,30.0,11.98,71.36,150.0,52.96
Rice,152.85,70.0,399.0,7.25,26.0,1064.73,32.32,91.83,20.0,10.0,30.0,10.0,83.29,30.0,78.81
